Ticker,Company Name,CIK,Sector,Industry,Market Cap
GCAN,"Greater Cannabis Company, Inc.",0001695473,Healthcare,Drug Manufacturers—Specialty & Generic,461182
FIFG,"First Foods Group, Inc.",0001648903,Industrials,Specialty Business Services,784690
LAAB,"Startech Labs, Inc.",0001584480,Technology,Software—Application,369949
RTON,"Right On Brands, Inc.",0001580262,Consumer Defensive,Packaged Foods,1277454
HLLK,"HALLMARK VENTURE GROUP, INC.",0001331421,Industrials,Conglomerates,322023
GIGA,GIGA TRONICS INC,0000719274,Technology,Scientific & Technical Instruments,682134
XSNX,NovAccess Global Inc.,0001039466,Healthcare,Biotechnology,448351
ENMI,"DH ENCHANTMENT, INC.",0001300781,Healthcare,Medical Distribution,1662620
UMAV,UAV Corp,0001843573,Industrials,Aerospace & Defense,374514
RINO,"JOIN Entertainment Holdings, Inc.",0001394220,Financial Services,Shell Companies,572104
SATT,SATIVUS TECH CORP.,0001661600,Technology,Scientific & Technical Instruments,317854
BFYW,"Better For You Wellness, Inc.",0001852707,Financial Services,Shell Companies,655236
XCRT,"Xcelerate, Inc.",0001138586,Healthcare,Medical Care Facilities,583777
TEVNF,Tevano Systems Holdings Inc.,0001853718,Healthcare,Medical Instruments & Supplies,444776
ZICX,Zicix Corp,0001465311,Technology,Software—Application,687016
BDPT,"BIOADAPTIVES, INC.",0001575142,Consumer Defensive,Packaged Foods,465878
ARRT,"Artisan Consumer Goods, Inc.",0001530425,Consumer Defensive,Packaged Foods,602762
GFMH,Goliath Film & Media Holdings,0000820771,Communication Services,Entertainment,569756
AMNI,"AMERICAN NOBLE GAS, INC.",0000822746,Energy,Oil & Gas E&P,722085
SDCCQ,"SmileDirectClub, Inc.",0001775625,Healthcare,Medical Instruments & Supplies,603912
HGYN,HONG YUAN HOLDING GROUP,0001324759,Financial Services,Shell Companies,753872
TAMG,"Transnational Group, Inc.",0001158702,Communication Services,Entertainment,258395
BLPG,"Blue Line Protection Group, Inc.",0001416697,Industrials,Security & Protection Services,416838
VYND,"Vynleads, Inc.",0001745078,Healthcare,Health Information Services,506679
AOXY,ADVANCED OXYGEN TECHNOLOGIES INC,0000352991,Real Estate,Real Estate Services,503821
GMVDF,G Medical Innovations Holdings Ltd.,0001760764,Healthcare,Medical Instruments & Supplies,3898770
VISM,"VISIUM TECHNOLOGIES, INC.",0001082733,Technology,Software—Infrastructure,1037222
COUV,CORPORATE UNIVERSE INC,0001450307,Industrials,Electrical Equipment & Parts,375040
PVNNF,"PV Nano Cell, Ltd.",0001627480,Basic Materials,Specialty Chemicals,497390
JFIL,"Jubilant Flame International, Ltd",0001517389,Industrials,Specialty Business Services,399714
IVBT,Innovation1 Biotech Inc.,0001629205,Financial Services,Shell Companies,494344
GKIN,Guskin Gold Corp.,0001509786,Basic Materials,Gold,316766
GPLDF,GREAT PANTHER MINING Ltd,0001300050,Basic Materials,Gold,47
FLXT,FLEXPOINT SENSOR SYSTEMS INC,0000925660,Technology,Scientific & Technical Instruments,627785
EMAX,"Ecomax, Inc",0001008653,Financial Services,Shell Companies,460715
OMTK,Omnitek Engineering Corp,0001404804,Consumer Cyclical,Auto Parts,414819
MSSV,"MESO NUMISMATICS, INC.",0001760026,Consumer Cyclical,Specialty Retail,506002
SAML,"Samsara Luggage, Inc.",0001530163,Consumer Cyclical,Footwear & Accessories,291489
SKFG,"Stark Focus Group, Inc.",0001794942,Consumer Cyclical,Apparel Manufacturing,457623
VYST,Vystar Corp,0001308027,Basic Materials,Specialty Chemicals,647130
MYCB,"My City Builders, Inc.",0001556801,Real Estate,Real Estate—Development,287476
KTRA,"Kintara Therapeutics, Inc.",0001498382,Healthcare,Biotechnology,3954539
RMESF,"RED METAL RESOURCES, LTD.",0001358654,Basic Materials,Other Industrial Metals & Mining,203414
WDDD,WORLDS INC,0000001961,Technology,Software—Application,702483
MRNJ,"METATRON APPS, INC.",0001607004,Communication Services,Internet Content & Information,797274
GXXM,"GEX MANAGEMENT, INC.",0001681556,Industrials,Staffing & Employment Services,198709
HWKE,"Hawkeye Systems, Inc.",0001750777,Industrials,Aerospace & Defense,335909
ZEVY,"Lightning eMotors, Inc.",0001802749,Industrials,Farm & Heavy Construction Machinery,396270
SKVI,"SKINVISIBLE, INC.",0001085277,Consumer Defensive,Household & Personal Products,342757
QTXB,QUANTRX BIOMEDICAL CORP,0000820608,Healthcare,Medical Instruments & Supplies,314786
DCLT,Data Call Technologies,0001321828,Technology,Software—Infrastructure,417372
ROI,"RiskOn International, Inc.",0001437491,Communication Services,Internet Content & Information,3974918
COSG,Cosmos Group Holdings Inc.,0001706509,Financial Services,Credit Services,281731
MLYF,Western Magnesium Corp.,0001801762,Basic Materials,Other Industrial Metals & Mining,374409
CNBX,CNBX Pharmaceuticals Inc.,0001343009,Healthcare,Biotechnology,401337
UVSS,UNIVERSAL SYSTEMS INC,0001286768,Communication Services,Entertainment,371863
EMED,"Electromedical Technologies, Inc",0001715819,Healthcare,Medical Devices,277869
AMRSQ,"AMYRIS, INC.",0001365916,Basic Materials,Specialty Chemicals,74465
MHHC,MHHC Enterprises Inc.,0001826135,Industrials,Specialty Business Services,369111
CYAP,Cyber Apps World,0001230524,Technology,Software—Application,318230
AURI,AURI INC,0001092802,Energy,Oil & Gas Equipment & Services,364191
GYST,"GRAYSTONE COMPANY, INC.",0001510524,Basic Materials,Other Industrial Metals & Mining,434206
KDCE,KID CASTLE EDUCATIONAL CORP,0001049011,Industrials,Conglomerates,357195
EVFM,"Evofem Biosciences, Inc.",0001618835,Healthcare,Biotechnology,180267
CBBB,Blue Chip Technologies Corp.,0001477960,Financial Services,Shell Companies,19734300
SNMN,SNM Global Holdings,0001706907,Communication Services,Entertainment,230780
ITOX,"IIOT-OXYS, Inc.",0001290658,Technology,Computer Hardware,284771
SRAX,"SRAX, Inc.",0001538217,Communication Services,Advertising Agencies,750689
SGBI,SANGUI BIOTECH INTERNATIONAL INC,0001104280,Healthcare,Drug Manufacturers—Specialty & Generic,314853
PTOS,"P2 Solar, Inc.",0001172069,Technology,Solar,293868
IMPLQ,IMPEL PHARMACEUTICALS INC,0001445499,Healthcare,Biotechnology,336991
CRCW,Crypto Co,0001688126,Technology,Information Technology Services,395007
NICH,NITCHES INC,0000772263,Consumer Cyclical,Apparel Manufacturing,275008
RCIT,REELCAUSE INC,0002008670,Industrials,Specialty Industrial Machinery,302412
TPIA,"Mycotopia Therapies, Inc.",0001763329,Healthcare,Medical Care Facilities,417110
RAHGF,"Roan Holdings Group Co., Ltd.",0001611852,Financial Services,Credit Services,366168
MFLTY,Missfresh Ltd,0001851682,Consumer Defensive,Grocery Stores,488581
ASII,"Accredited Solutions, Inc.",0001464865,Consumer Defensive,Beverages—Non-Alcoholic,213689
CSTF,CuraScientific Corp.,0001877788,Healthcare,Drug Manufacturers—Specialty & Generic,377345
NUVI,Emo Capital Corp.,0001410708,Consumer Defensive,Household & Personal Products,241400
HMLA,"HIMALAYA TECHNOLOGIES, INC",0001409624,Communication Services,Internet Content & Information,209882
MAPT,"MAPTELLIGENT, INC.",0001697935,Technology,Software—Application,198156
VMHG,VICTORY MARINE HOLDINGS CORP,0000895287,Consumer Cyclical,Leisure,275644
DTII,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,0001533357,Industrials,Security & Protection Services,297347
SCRH,SCORES HOLDING CO INC,0000831489,Consumer Cyclical,Leisure,264297
AUDAQ,"AUDACY, INC.",0001067837,Communication Services,Broadcasting,1320220
MXSG,Mexus Gold US,0001355677,Basic Materials,Other Precious Metals & Mining,128552
MASN,"Maison Luxe, Inc.",0001486452,Consumer Cyclical,Luxury Goods,186258
MCCX,MCX Technologies Corp,0001535079,Technology,Software—Application,245114
TMGI,"Marquie Group, Inc.",0001434601,Communication Services,Broadcasting,244670
BOTH,BIOETHICS LTD,0000894560,Financial Services,Shell Companies,238503
VHLD,"VECTOR 21 HOLDINGS, INC.",0001916879,Financial Services,Shell Companies,233060
LBWR,Labwire Inc,0001426567,Consumer Defensive,Discount Stores,274458
MCOM,micromobility.com Inc.,0001788841,Consumer Cyclical,Recreational Vehicles,332701
HCDIQ,"Harbor Custom Development, Inc.",0001784567,Real Estate,Real Estate—Development,108080
PLTYF,"Plastec Technologies, Ltd.",0001433309,Financial Services,Shell Companies,200540
SIXWF,SIXTH WAVE INNOVATIONS INC.,0001515251,Basic Materials,Specialty Chemicals,195825
CONC,CONECTISYS CORP,0000790273,Financial Services,Shell Companies,195487
DGWR,"Deep Green Waste & Recycling, Inc.",0001637866,Industrials,Waste Management,282067
SIGY,"Sigyn Therapeutics, Inc.",0001642159,Healthcare,Biotechnology,183648
SPOWF,Strata Power Corp,0001227282,Energy,Oil & Gas E&P,100426
GDSI,GLOBAL DIGITAL SOLUTIONS INC,0001011662,Industrials,Security & Protection Services,95353
FORZ,Forza Innovations Inc,0001683131,Healthcare,Medical Devices,199678
NNAX,New Momentum Corp.,0001132509,Consumer Cyclical,Travel Services,259144
BLMS,"BLOOMIOS, INC.",0001138608,Healthcare,Drug Manufacturers—Specialty & Generic,135393
NXGB,"NxGen Brands, Inc.",0001989464,Healthcare,Drug Manufacturers—Specialty & Generic,220914
NOGNQ,"Nogin, Inc.",0001841800,Technology,Software—Application,147876
BCNN,"Balincan USA, Inc",0001946585,Technology,Software—Application,195283
BBBT,"Black Bird Biotech, Inc.",0001409999,Healthcare,Drug Manufacturers—Specialty & Generic,357086
BISA,BALTIC INTERNATIONAL USA INC,0000918545,Financial Services,Shell Companies,175612
MITI,"Mitesco, Inc.",0000802257,Healthcare,Health Information Services,2243604
CCCP,Crona Corp.,0001696411,Communication Services,Entertainment,164363
VNTH,"Nano Mobile Healthcare, Inc.",0001497130,Healthcare,Health Information Services,241097
MDEX,Madison Technologies Inc.,0001318268,Communication Services,Broadcasting,160310
BBRW,BrewBilt Manufacturing Inc.,0001641751,Industrials,Specialty Industrial Machinery,316949
FLES,"Auto Parts 4Less Group, Inc.",0001438901,Consumer Cyclical,Auto Parts,247670
GLSHQ,"GELESIS HOLDINGS, INC.",0001805087,Healthcare,Biotechnology,73
MMNFF,"MedMen Enterprises, Inc.",0001776932,Healthcare,Drug Manufacturers—Specialty & Generic,1536370
JPEX,JPX Global Inc.,0001506814,Industrials,Waste Management,128426
BZRD,"Blubuzzard, Inc.",0001765826,Financial Services,Capital Markets,142431
GEGI,"Genesis Electronics Group, Inc.",0001302913,Consumer Cyclical,Auto Manufacturers,140802
QREE,QUANTUM ENERGY INC.,0001295961,Energy,Oil & Gas Refining & Marketing,123827
RGMP,Regnum Corp.,0001716324,Healthcare,Biotechnology,2295
CIRX,CIRTRAN CORP,0000813716,Industrials,Conglomerates,79127
CWNOF,CHINESEWORLDNET COM INC,0001145898,Financial Services,Shell Companies,124830
BBIG,"Vinco Ventures, Inc.",0001717556,Consumer Cyclical,Leisure,130000
QBIO,Q BioMed Inc.,0001596062,Healthcare,Biotechnology,14509
BRGO,"Bergio International, Inc.",0001431074,Consumer Cyclical,Luxury Goods,113688
ATRX,"Adhera Therapeutics, Inc.",0000737207,Healthcare,Biotechnology,121311
PPCB,"Propanc Biopharma, Inc.",0001517681,Healthcare,Biotechnology,208580
SCGX,SAXON CAPITAL GROUP INC,0001277575,Financial Services,Shell Companies,106704
LFEV,"Life Electric Vehicles Holdings, Inc.",0001916741,Consumer Cyclical,Recreational Vehicles,102030
IDICQ,"PARTS iD, Inc.",0001698113,Consumer Cyclical,Auto Parts,85589
EMDF,"E Med Future, Inc.",0000894552,Communication Services,Entertainment,62508
OGAA,Organic Agricultural Co Ltd,0001749849,Consumer Defensive,Farm Products,463635
BANT,"Bantec, Inc.",0001704795,Industrials,Aerospace & Defense,172515
PDPG,"Performance Drink Group, Inc.",0001902930,Consumer Defensive,Beverages—Non-Alcoholic,63169
MSYN,"MS YOUNG ADVENTURE ENTERPRISE, INC.",0001693687,Industrials,Consulting Services,87511
REII,"RENEWABLE INNOVATIONS, INC.",0001725516,Consumer Cyclical,Auto Parts,673
SMCE,"SMC Entertainment, Inc.",0001497230,Financial Services,Asset Management,84000
WOEN,WOLF ENERGY SERVICES INC.,0001043894,Industrials,Trucking,46960
WWSG,WORLDWIDE STRATEGIES INC,0001342792,Financial Services,Shell Companies,58477
EARI,"ENTERTAINMENT ARTS RESEARCH, INC.",0001083468,Consumer Defensive,Beverages—Brewers,54971
DBRM,"DAYBREAK OIL & GAS, INC.",0001164256,Energy,Oil & Gas E&P,76947
RGTPQ,"POLARITYTE, INC.",0001076682,Healthcare,Biotechnology,736885
ACUR,"ACURA PHARMACEUTICALS, INC",0000786947,Healthcare,Drug Manufacturers—Specialty & Generic,138604
WTKN,CLStv Corp.,0001456453,Communication Services,Broadcasting,37806
INLB,Item 9 Labs Corp.,0001500123,Healthcare,Drug Manufacturers—Specialty & Generic,35826
IFMK,iFresh Inc,0001681941,Consumer Defensive,Grocery Stores,57764
VTXB,Vortex Brands Co.,0001373467,Financial Services,Capital Markets,50142
UNAM,UNICO AMERICAN CORP,0000100716,Financial Services,Insurance—Property & Casualty,17506
STAB,"Statera Biopharma, Inc.",0001318641,Healthcare,Biotechnology,42850
SNWR,Sanwire Corp,0001096759,Communication Services,Entertainment,84012
HDVY,HEALTH DISCOVERY CORP,0001141788,Healthcare,Health Information Services,41171
AGILQ,"AgileThought, Inc.",0001790625,Technology,Information Technology Services,47163
IINX,"IONIX TECHNOLOGY, INC.",0001528308,Technology,Electronic Components,35398
RVLPQ,RVL Pharmaceuticals plc,0001739426,Healthcare,Biotechnology,11141
IVRN,"Innoveren Scientific, Inc.",0001591165,Healthcare,Biotechnology,17105
THBD,NEW AMERICA ENERGY CORP.,0001373853,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26737
NIMU,NON INVASIVE MONITORING SYSTEMS INC /FL/,0000720762,Financial Services,Shell Companies,1826770
DPUI,"DISCOUNT PRINT USA, INC.",0001791929,Industrials,Specialty Business Services,145090
PEARQ,"Pear Therapeutics, Inc.",0001835567,Healthcare,Health Information Services,14274
PHOT,"GROWLIFE, INC.",0001161582,Industrials,Industrial Distribution,27022
RDAR,"RAADR, INC.",0001384365,Technology,Software—Application,28546
RBSH,"Rebus Holdings, Inc.",0001421204,Healthcare,Biotechnology,25706
BLFE,BioLIfe Sciences Inc,0001929281,Healthcare,Medical Instruments & Supplies,17716
GAXY,"GALAXY NEXT GENERATION, INC.",0001127993,Technology,Consumer Electronics,116
SDON,SANDSTON CORP,0000892832,Financial Services,Shell Companies,1806
SFCO,Southern Financial Corp,0001831523,Financial Services,Banks—Regional,22500
AFIIQ,"Armstrong Flooring, Inc.",0001655075,Industrials,Building Products & Equipment,21
MMMM,"Quad M Solutions, Inc.",0000066600,Financial Services,Insurance—Specialty,217
NIRLQ,"Near Intelligence, Inc.",0001826671,Technology,Software—Application,12936
AFHIF,"Atlas Financial Holdings, Inc.",0001539894,Financial Services,Insurance—Property & Casualty,19418
INFIQ,"INFINITY PHARMACEUTICALS, INC.",0001113148,Healthcare,Biotechnology,90
WINR,SIMPLICITY ESPORTS & GAMING Co,0001708410,Communication Services,Electronic Gaming & Multimedia,17020
TTCFQ,"Tattooed Chef, Inc.",0001741231,Consumer Defensive,Packaged Foods,83658
STMH,"Stem Holdings, Inc.",0001697834,Healthcare,Drug Manufacturers—Specialty & Generic,15819
PLYN,"Palayan Resources, Inc.",0001612851,Financial Services,Shell Companies,14951
KBNT,"Kubient, Inc.",0001729750,Technology,Software—Application,14727
MJHI,"MJ Harvest, Inc.",0001789330,Industrials,Industrial Distribution,13660
BIOCQ,BIOCEPT INC,0001044378,Healthcare,Diagnostics & Research,2
MKULQ,"Molekule Group, Inc.",0001872356,Industrials,Pollution & Treatment Controls,13862
BRBL,BrewBilt Brewing Co,0001399306,Industrials,Specialty Industrial Machinery,902874
GTCH,GBT Technologies Inc.,0001471781,Technology,Information Technology Services,865370
MMEX,MMEX Resources Corp,0001440799,Energy,Oil & Gas E&P,800227
BTDG,"B2Digital, Inc.",0000725929,Consumer Cyclical,Leisure,7899
TMPOQ,"Tempo Automation Holdings, Inc.",0001813658,Technology,Electronic Components,6152
BMXC,"Bemax, Inc.",0001613895,Consumer Defensive,Household & Personal Products,4469
IMBIQ,"Legacy IMBDS, Inc.",0000870826,Consumer Cyclical,Specialty Retail,4338
FBCD,"FBC Holding, Inc.",0001370816,Consumer Cyclical,Apparel Retail,11118
SFTGQ,"SHIFT TECHNOLOGIES, INC.",0001762322,Consumer Cyclical,Auto & Truck Dealerships,5100
ABMC,AMERICAN BIO MEDICA CORP,0000896747,Healthcare,Diagnostics & Research,4810
EQOSQ,EQONEX Ltd,0001790515,Financial Services,Capital Markets,4727
TMBRQ,"Timber Pharmaceuticals, Inc.",0001504167,Healthcare,Biotechnology,4119
FERN,Fernhill Corp,0001880419,Technology,Software—Application,3794
TDNT,Trident Brands Inc,0001421907,Consumer Defensive,Packaged Foods,3731
HTGMQ,"HTG MOLECULAR DIAGNOSTICS, INC",0001169987,Healthcare,Diagnostics & Research,11071
NOVNQ,"NVN Liquidation, Inc.",0001467154,Healthcare,Biotechnology,22412
WLMSQ,"NOS4-1, Inc.",0001136294,Industrials,Engineering & Construction,2721
MKDTY,Molecular Data Inc.,0001758736,Basic Materials,Chemicals,3654
VOCL,"Creatd, Inc.",0001357671,Communication Services,Internet Content & Information,1946
PMPG,"Premier Product Group, Inc.",0001301838,Financial Services,Shell Companies,1839
CGAC,CODE GREEN APPAREL CORP,0001444403,Consumer Cyclical,Apparel Manufacturing,1973
ALFIQ,"Alfi, Inc.",0001833908,Technology,Software—Infrastructure,1609
SYSX,"Sysorex, Inc.",0001737372,Financial Services,Capital Markets,1491
MLFB,MAJOR LEAGUE FOOTBALL INC,0001308569,Communication Services,Entertainment,1487
GTOR,"GGTOOR, INC.",0001499855,Communication Services,Entertainment,1449
RNWR,808 RENEWABLE ENERGY CORP,0001467913,Industrials,Aerospace & Defense,1395
TMNA,"AGRI-FINTECH HOLDINGS, INC.",0001648365,Technology,Software—Infrastructure,1227
LFAP,"LGBTQ Loyalty Holdings, Inc.",0001510247,Financial Services,Capital Markets,1179
UFABQ,"Unique Fabricating, Inc.",0001617669,Consumer Cyclical,Auto Parts,1173
PARG,Power Americas Resource Group Ltd.,0001495648,Financial Services,Shell Companies,1152
PCNT,"Point of Care Nano-Technology, Inc.",0001504239,Consumer Defensive,Packaged Foods,1052
USRM,"U.S. Stem Cell, Inc.",0001388319,Healthcare,Biotechnology,641
ISGN,iSign Solutions Inc.,0000727634,Technology,Software—Application,633274
ONCSQ,ONCOSEC MEDICAL Inc,0001444307,Healthcare,Biotechnology,596
TUEMQ,TUESDAY MORNING CORP/DE,0000878726,Consumer Defensive,Discount Stores,595
MUSS,"MULTI SOLUTIONS II, INC",0000723733,Financial Services,Shell Companies,570
PACV,"Pacific Ventures Group, Inc.",0000882800,Consumer Defensive,Food Distribution,543
IMCI,INFINITE GROUP INC,0000884650,Technology,Information Technology Services,834
AMNL,"Applied Minerals, Inc.",0000008328,Basic Materials,Other Industrial Metals & Mining,40974
CBDL,CBD Life Sciences Inc.,0001776073,Healthcare,Drug Manufacturers—Specialty & Generic,71700
CLIS,ClickStream Corp,0001393548,Communication Services,Electronic Gaming & Multimedia,343
DPWW,"DIEGO PELLICER WORLDWIDE, INC",0001559172,Real Estate,Real Estate Services,261
UPDC,UPD HOLDING CORP.,0000836937,Consumer Defensive,Packaged Foods,194
VRAYQ,"ViewRay, Inc.",0001597313,Healthcare,Medical Devices,183
DSGT,DSG Global Inc.,0001413909,Technology,Scientific & Technical Instruments,157
WESC,W&E Source Corp.,0001368275,Consumer Cyclical,Travel Services,130
HGENQ,"HUMANIGEN, INC",0001293310,Healthcare,Biotechnology,11908
ICNB,"Iconic Brands, Inc.",0001350073,Consumer Defensive,Beverages—Wineries & Distilleries,107
OGBLY,Onion Global Ltd,0001829949,Technology,Software—Application,105
ASCK,AUSCRETE Corp,0001492091,Consumer Cyclical,Residential Construction,83
XFCI,"XTREME FIGHTING CHAMPIONSHIPS, INC.",0001379043,Communication Services,Entertainment,77
YAYO,"EVmo, Inc.",0001691077,Industrials,Rental & Leasing Services,71
RAYT,RAYONT INC.,0001539778,Consumer Defensive,Packaged Foods,50
PHASQ,PhaseBio Pharmaceuticals Inc,0001169245,Healthcare,Biotechnology,49
STCC,STERLING CONSOLIDATED Corp,0001555972,Basic Materials,Specialty Chemicals,47
CGSI,"CGS INTERNATIONAL, INC.",0001552358,Basic Materials,Agricultural Inputs,36
YUKA,Yuka Group Inc,0001886958,Consumer Cyclical,Internet Retail,75
BBLNF,Babylon Holdings Ltd,0001866390,Healthcare,Health Information Services,2561
GNRS,Greenrose Holding Co Inc.,0001790665,Healthcare,Drug Manufacturers—Specialty & Generic,17
FRFR,Fritzy Tech Inc.,0001622408,Communication Services,Internet Content & Information,16
NMTRQ,"9 METERS BIOPHARMA, INC.",0001551986,Healthcare,Biotechnology,14
YVRLF,Liquid Media Group Ltd.,0000884247,Communication Services,Electronic Gaming & Multimedia,4
AFOM,ALL FOR ONE MEDIA CORP.,0001286459,Communication Services,Entertainment,162
CDIX,Cardiff Lexington Corp,0000811222,Financial Services,Asset Management,29928
TBBB,BBB FOODS INC,0001978954,Consumer Defensive,Discount Stores,2346123008
PMNT,Perfect Moment Ltd.,0001849221,Consumer Cyclical,Apparel Manufacturing,73313512
SMXT,"SolarMax Technology, Inc.",0001519472,Technology,Solar,260771184
IROH,Iron Horse Acquisitions Corp.,0001901203,Financial Services,Shell Companies,88814008
XYLB,"XY Labs, Inc.",0001577351,Technology,Software—Application,4799000
UMAC,"Unusual Machines, Inc.",0001956955,Financial Services,Shell Companies,35127208
MGX,"Metagenomi, Inc.",0001785279,Healthcare,Biotechnology,432319136
SELX,Semilux International Ltd.,0001990950,Technology,Electronic Components,40836128
CHRO,Chromocell Therapeutics Corp,0001919246,Healthcare,Biotechnology,21801226
GRYP,Akerna Corp.,0001755953,Financial Services,Capital Markets,106517400
BRLS,Oxus Acquisition Corp.,0001852973,Consumer Defensive,Packaged Foods,192410096
TELO,"Telomir Pharmaceuticals, Inc.",0001971532,Healthcare,Biotechnology,273651584
ATCH,"Calculator New Pubco, Inc.",0001963088,Technology,Software—Infrastructure,22782466
FBLG,"FibroBiologics, Inc.",0001958777,Healthcare,Biotechnology,422722240
GOOG,Alphabet Inc.,0001652044,Communication Services,Internet Content & Information,1700641112064
BRK-A,BERKSHIRE HATHAWAY INC,0001067983,Financial Services,Insurance—Diversified,891748941824
NONOF,NOVO NORDISK A S,0000353278,Healthcare,Biotechnology,539386675200
TSMWF,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0001046179,Technology,Semiconductors,471049109504
ASMLF,ASML HOLDING NV,0000937966,Technology,Semiconductor Equipment & Materials,369880793088
JPM-PC,JPMORGAN CHASE & CO,0000019617,Financial Services,Banks—Diversified,329650307072
JPM-PD,JPMORGAN CHASE & CO,0000019617,Financial Services,Banks—Diversified,330811441152
TOYOF,TOYOTA MOTOR CORP/,0001094517,Consumer Cyclical,Auto Manufacturers,321436418048
BML-PG,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,287620268032
BML-PH,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,284048490496
BAC-PE,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,274973392896
BML-PJ,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,256225165312
BML-PL,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,269711065088
BAC-PB,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,250378993664
BAC-PK,BANK OF AMERICA CORP /DE/,0000070858,Financial Services,Banks—Diversified,249814237184
NVSEF,NOVARTIS AG,0001114448,Healthcare,Drug Manufacturers—General,214623141888
SAPGF,SAP SE,0001000184,Technology,Software—Application,217227329536
RYDAF,Shell plc,0001306965,Energy,Oil & Gas Integrated,205253623808
PCCYF,PETROCHINA CO LTD,0001108329,Energy,Oil & Gas Integrated,215359406080
WFC-PY,WELLS FARGO & COMPANY/MN,0000072971,Financial Services,Banks—Diversified,197438406656
AZNCF,ASTRAZENECA PLC,0000901832,Healthcare,Drug Manufacturers—General,203074879488
WFC-PR,WELLS FARGO & COMPANY/MN,0000072971,Financial Services,Banks—Diversified,183908958208
WFC-PL,WELLS FARGO & COMPANY/MN,0000072971,Financial Services,Banks—Diversified,186972504064
BABAF,Alibaba Group Holding Ltd,0001577552,Consumer Cyclical,Internet Retail,187934408704
BHPLF,BHP Group Ltd,0000811809,Basic Materials,Other Industrial Metals & Mining,142360576000
TTFNF,TotalEnergies SE,0000879764,Energy,Oil & Gas Integrated,150577889280
HBCYF,HSBC HOLDINGS PLC,0001089113,Financial Services,Banks—Diversified,149073559552
C-PJ,CITIGROUP INC,0000831001,Financial Services,Banks—Diversified,145314824192
UNLYF,UNILEVER PLC,0000217410,Consumer Defensive,Household & Personal Products,124205940736
BUDFF,Anheuser-Busch InBev SA/NV,0001668717,Consumer Defensive,Beverages—Brewers,125480443904
EADSF,Airbus SE/ADR,0001378580,Industrials,Aerospace & Defense,131301449728
WFC-PC,WELLS FARGO & COMPANY/MN,0000072971,Financial Services,Banks—Diversified,122505019392
BPAQF,BP PLC,0000313807,Energy,Oil & Gas Integrated,99996794880
SNEJF,Sony Group Corp,0000313838,Technology,Consumer Electronics,107307442176
SNYNF,Sanofi,0001121404,Healthcare,Drug Manufacturers—General,120603000832
MBFJF,MITSUBISHI UFJ FINANCIAL GROUP INC,0000067088,Financial Services,Banks—Diversified,126501150720
RTPPF,RIO TINTO PLC,0000863064,Basic Materials,Other Industrial Metals & Mining,104182497280
NTTYY,NIPPON TELEGRAPH & TELEPHONE CORP,0000769594,Communication Services,Telecom Services,102577389568
CMXHF,CSL LTD,0001274152,Healthcare,Biotechnology,87439835136
CILJF,CHINA LIFE INSURANCE CO LTD,0001268896,Financial Services,Insurance—Life,90081263616
TOELF,Tokyo Electron LTD,0001443276,Technology,Semiconductor Equipment & Materials,111301804032
CFRHF,COMPAGNIE FINANCIERE RICHEMONT AG /FI,0000948401,Consumer Cyclical,Luxury Goods,91881267200
STOHF,EQUINOR ASA,0001140625,Energy,Oil & Gas Integrated,73353945088
SNPMF,CHINA PETROLEUM & CHEMICAL CORP,0001123658,Energy,Oil & Gas Integrated,90786037760
GLAXF,GSK plc,0001131399,Healthcare,Drug Manufacturers—General,86112878592
GS-PA,GOLDMAN SACHS GROUP INC,0000886982,Financial Services,Capital Markets,84986937344
DGEAF,DIAGEO PLC,0000835403,Consumer Defensive,Beverages—Wineries & Distilleries,84132765696
MS-PA,MORGAN STANLEY,0000895421,Financial Services,Capital Markets,79720775680
ABLZF,ABB LTD,0001091587,Industrials,Electrical Equipment & Parts,84717682688
USB-PH,US BANCORP \DE\,0000036104,Financial Services,Banks—Regional,87359127552
GS-PD,GOLDMAN SACHS GROUP INC,0000886982,Financial Services,Capital Markets,80092807168
EBBNF,ENBRIDGE INC,0000895728,Energy,Oil & Gas Midstream,79565684736
BNPQF,BNP PARIBAS,0000310732,Financial Services,Banks—Regional,69273370624
CTA-PB,"EIDP, Inc.",0000030554,Basic Materials,Agricultural Inputs,61093543936
USB-PP,US BANCORP \DE\,0000036104,Financial Services,Banks—Regional,76832473088
ATLCY,ATLAS COPCO AB,0000748954,Industrials,Specialty Industrial Machinery,80901414912
MBGAF,DAIMLER AG,0001067318,Consumer Cyclical,Auto Manufacturers,84838318080
AMXOF,AMERICA MOVIL SAB DE CV/,0001129137,Communication Services,Telecom Services,67217043456
BTAFF,British American Tobacco p.l.c.,0001303523,Consumer Defensive,Tobacco,67745837056
